LATITUDE,LONGITUDE,reef.alias,Water_Samples,Region,Subregion,Season,waterYear,Date,Mnth,Dt.num,Source,CDOM_443,CHL_TSS,DIN,DIP,DOC_DON,DOC_DOP,DOC,DON_DOP,DON,DOP,DRIFTCHL_UGPERL,DRIFTPHAE_UGPERL,Dt.num,Dtt.num,HAND_NH4,NH4,NO2,NO3,NOx_PO4,NOx,PN_CHL,PN_PP,PN_SHIM,PN_TSS,PN,PO4,POC_CHL,POC_PN,POC_PP,POC_TSS,POC,PP_CHL,PP_TSS,PP,Salinity,SECCHI_DEPTH,SI_NOx,SI_PO4,SI,TDN,TDP,TN_TP,TotalN,TotalP,TSS_MGPERL
-16.1115167,145.4833333,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Dry,2008,2007-10-14,10,2007.78356164384,AIMS Niskin,NA,0.31017976688666,NA,3.24302355,9.8943324608348,249.579298776151,568.7455626325,25.3714050254101,58.3917655425,2.360146275,0.234855,0.1066725,2007.78356164384,1192330200,NA,3.3216322425,0,0.8225237475,0.233605384393129,0.8300237475,50.8107595818864,5.45747444004672,18.994106625,0.0170915407801412,9.5568375825,3.24302355,643.264595114662,13.8029759653386,78.1742999227974,0.284422854911482,126.473848185,9.07383593561156,0.00278732718269825,2.025050875,NA,11,5345.75833653521,20.9914275852752,70.478722925,62.5359215325,5.603169825,9.56795620374254,72.092759115,7.6282207,1.0525
-16.1138333,145.4826667,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Wet,2008,2008-03-30,3,2008.24316939891,AIMS Niskin,NA,0.107740318753732,1.7603107275,0,18.8385016494481,164.168935725611,800.0811460425,8.67234218531865,42.5906569725,5.676723575,0.34077,0.2378625,2008.24316939891,1206843900,1.657928415,1.0132873725,0,0,Inf,0.01,70.9750187229165,4.84105019063969,29.22386727,0.00751700221926434,17.8760917725,0,594.170953849244,8.21134930918593,39.9190605274883,0.0627637019400751,147.343681345,13.7756497574323,0.00146041137819085,3.678694025,NA,4,32763.5229075,Inf,327.635229075,43.603944345,5.676723575,6.95825788924881,61.4800361175,9.3554176,3.12
-16.1126088,145.4844351,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Dry,2009,2008-10-12,10,2008.77868852459,AIMS Niskin,NA,0.19275241906105,1.89125508,8.43018885,10.2479381467677,232.260521360329,665.512874765,21.385519711139,66.565304325,-3.369768275,0.32293,0.1444425,2008.77868852459,1223763420,1.187634825,2.98487319,0,0.2744196,0.166195654380323,0.2819196,43.2027204361349,5.85229663432747,13.2187291275,0.00835210095583371,13.8776161875,8.43018885,320.97699802465,7.61167963165224,43.8629253192335,0.0619376724603755,103.5892598575,7.35296631387406,0.00142364189070478,2.37183745,NA,3.8,8925.66237370492,42.095251793479,119.92590105,69.824597115,5.060420575,11.2406508176429,83.7022133025,7.432258025,1.695
-16.1130757,145.4867825,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Wet,2009,2009-02-26,2,2009.15342465753,AIMS Niskin,NA,0.484120612535787,1.570010885625,0.2818657125,8.853276009963,138.285724064531,790.894705350625,15.7735207520791,89.86323084375,6.108445375,0.302621875,0.11588125,2009.15342465753,1235609580,0.24464997375,5.136503116875,0,1.264404058125,Inf,1.267529058125,32.1491989329209,5.03588139044997,14.9322415125,0.0149762451219065,9.64817660625,0.2818657125,300.81857131613,9.47711859820287,46.8862126995687,0.143145801901958,89.975504510625,6.42923270037029,0.0030942621235562,1.92252081875,NA,6,5725.21940350379,Inf,196.88465340625,96.26413801875,6.3903110875,13.3929604430009,105.912314625,8.31283190625,0.76125
-16.1134347,145.4835093,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Dry,2009,2009-06-15,6,2009.45205479452,AIMS Niskin,NA,0.269977009371524,0.93400671,3.381846575,35.1735947504624,143.749895841373,709.3114366775,4.21869649193466,21.04308297,5.245930875,0.3904875,0.18671,2009.45205479452,1245043620,0.18625997,3.343648815,0.14001,0.6533916675,0.207299637690332,0.7934016675,40.2500983622946,5.80127229872654,18.7358931825,0.0112402545479881,13.3354274625,3.381846575,334.743797282875,8.45554313015965,48.0947878432354,0.0933198660880087,110.71415503,6.76927871399633,0.00187070936773446,2.3369962,NA,6,391.957109973702,59.4731322624981,160.9694641,25.1801334525,8.62777745,3.5867954619858,38.515560915,10.96477365,1.505
-16.1130586,145.484581,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Dry,2010,2009-10-12,10,2009.77808219178,AIMS Niskin,NA,0.230355626890993,0.853095931071429,2.88428034285714,10.9137270047564,334.875968991693,703.818956515,31.4764356784169,65.6479238025,2.42978453214286,0.330382142857143,0.128623928571429,2009.77808219178,1255308780,0.401402002857143,2.22335379964286,0.124588898571429,0.255308235,0.135489299270737,0.379897133571429,31.4281759552181,4.03169884495491,14.7226465425,0.00714973133590517,10.1689863042857,2.88428034285714,274.405602070123,8.90061641923618,34.9428298837677,0.0625751577669202,88.06501233,7.83002928224854,0.00178751799085079,2.55713759642857,NA,11,81.6851784261479,10.5060536815932,29.7685079178571,68.0108575714286,5.314064875,10.0434261324663,78.1798438757143,7.87120247142857,1.43285714285714
-16.1118386,145.4838227,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Wet,2010,2010-03-04,3,2010.1698630137,AIMS Niskin,NA,1.3325784164107,1.6371836,2.37868526111111,12.2634134142247,161.893086122058,832.241119019167,13.1148860090374,71.27951103,6.00602070277778,0.751870555555556,0.559400277777778,2010.1698630137,1267663320,1.12662935666667,1.1691651725,0.258392344166667,0.237106935,0.230646608372405,0.495499279166667,21.8787417450574,4.77297752485441,23.77033776,0.0305102656598896,14.9642571325,2.37868526111111,167.689806878276,7.70759695202514,36.272521282404,0.230431770143198,113.780666758056,4.55306967724256,0.00624947132765641,3.15478485833333,NA,7,288.550919236757,59.9745807908448,117.492136633333,72.9441754816667,8.38470596388889,7.91176612681369,87.9084326141667,11.5394908222222,0.6125
-16.1118757,145.4839167,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Dry,2010,2010-06-27,6,2010.48493150685,AIMS Niskin,NA,0.196005885141694,0.54773662125,1.780542725,12.8189120284912,209.999547558009,890.1195056175,16.3728657014822,69.4792974525,4.3221344875,0.54031375,0.3621675,2010.48493150685,1277608260,0.085942805,2.287693395,0.070005,0.38381991375,0.262195406699943,0.45382491375,35.0184370007326,4.70380496656679,28.05674391,0.00685971432654376,18.844715955,1.780542725,344.088090447421,9.74011451613468,45.7213534365034,0.0675746767817544,181.6216039975,7.53150298655834,0.00146510553468776,4.055753775,NA,3.5,147.132732783059,32.7958764145216,57.1721388,72.22081576125,6.1026772125,9.05011042557954,91.06553171625,10.1584309875,2.7875
-16.1135078,145.4857296,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Dry,2011,2010-10-07,10,2010.76438356164,AIMS Niskin,NA,0.417375437250981,0.599028667058824,3.30791480882353,9.24904301752537,102.428541607014,819.392483065882,11.0477833610722,89.0357315938235,8.28028949558824,0.506993529411765,0.264749117647059,2010.76438356164,1286428200,0.438842127941176,1.78365327705882,0.138566661617647,0.148705032794118,0.0910703447741737,0.287271694411765,22.4787358995538,4.36579542625646,17.4929544075,0.00889474368565463,10.9392263175,3.30791480882353,220.215042081907,10.1558852988513,42.3743166369933,0.0864512606760422,108.072929064706,5.22560567280958,0.00205428442641395,2.53832397205882,NA,5.5,526.232694291358,38.7172990856819,124.324960285294,91.1066565652941,11.5882043044118,7.24680597907497,102.045882882794,14.1265282764706,1.27102941176471
-16.1131667,145.4841667,Cape Tribulation,AIMS,Wet Tropics,Barron Daintree,Wet,2011,2011-02-09,2,2011.10684931507,AIMS Niskin,NA,0.948687575059044,0.573130935,0.77425,13.6496111032741,476.638875537433,1109.83345562,35.085283982193,81.31831553625,2.37028895,0.7416525,0.47943125,2011.10684931507,1297216500,0.31208229,1.58195548875,0.098007,0.042003,0.180833064255731,0.14001,25.5741827187169,6.09895249151789,28.897153935,0.0266980255664331,19.15742829,0.77425,187.327315100044,7.44175802643556,45.0672667276539,0.170771987088574,137.82802665,4.18293923707926,0.00414781389299809,3.1169369375,NA,6.5,3296.71866893436,596.155738892477,461.5735808375,83.040281025,3.14453895,16.4044558347179,102.197709315,6.2614758875,0.87375
